"YEAR","Severity Class of Crash","County","Type of Factor","Contributing Factors","Total"
"2024","Personal Injury","PUTNAM","Crashes With Environmental Factors","Shoulders Defective/Improper","."
"2024","Personal Injury","PUTNAM","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","1"
"2024","Personal Injury","PUTNAM","Crashes With Environmental Factors","View Obstructed/Limited","9"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Aggressive Driving/Road Rage","182"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Alcohol Involvement","265"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Backing Unsafely","238"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Cell Phone (hand held)","20"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Cell Phone (hands-free)","1"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Driver Inattention/Distraction","3,980"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Driver Inexperience","659"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Drugs (Illegal)","18"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Eating or Drinking","4"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Failure to Keep Right","33"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Failure to Yield Right-of-Way","2,369"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Fatigued/Drowsy","28"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Fell Asleep","74"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Following Too Closely","1,655"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Illness","52"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Listening/Using Headphones","2"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Lost Consciousness","75"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Other Electronic Device","1"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Outside Car Distraction","43"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Passenger Distraction","57"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Passing/Lane Changing/Improper Use","1,615"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","561"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Physical Disability","13"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Prescription Medication","3"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","228"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Texting","3"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Traffic Control Device Disregarded","991"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Turning Improperly","446"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Unsafe Speed","1,092"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Using On Board Navigation Device","1"
"2024","Personal Injury","QUEENS","Crashes With Human Factors","Other Human","."
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Accelerator Defective","7"
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Brakes Defective","73"
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","3"
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Headlights Defective","4"
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Other Lighting Defects","5"
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Oversized Vehicle","49"
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Steering Failure","31"
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Tinted Windows","10"
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Tire Failure/Inadequate","33"
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Tow Hitch Defective","1"
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Windshield Inadequate","5"
"2024","Personal Injury","QUEENS","Crashes With Vehicular Factors","Other Vehicular","411"
"2024","Personal Injury","QUEENS","Crashes With Environmental Factors","Animal's Action","3"
"2024","Personal Injury","QUEENS","Crashes With Environmental Factors","Glare","70"
"2024","Personal Injury","QUEENS","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","10"
"2024","Personal Injury","QUEENS","Crashes With Environmental Factors","Obstruction/Debris","40"
"2024","Personal Injury","QUEENS","Crashes With Environmental Factors","Pavement Defective","12"
"2024","Personal Injury","QUEENS","Crashes With Environmental Factors","Pavement Slippery","154"
"2024","Personal Injury","QUEENS","Crashes With Environmental Factors","Shoulders Defective/Improper","2"
"2024","Personal Injury","QUEENS","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","10"
"2024","Personal Injury","QUEENS","Crashes With Environmental Factors","View Obstructed/Limited","222"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Aggressive Driving/Road Rage","23"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Alcohol Involvement","49"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Backing Unsafely","44"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Cell Phone (hand held)","5"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Cell Phone (hands-free)","."
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Driver Inattention/Distraction","801"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Driver Inexperience","132"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Drugs (Illegal)","6"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Eating or Drinking","1"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Failure to Keep Right","7"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Failure to Yield Right-of-Way","364"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Fatigued/Drowsy","14"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Fell Asleep","29"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Following Too Closely","210"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Illness","17"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Lost Consciousness","25"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Other Electronic Device","."
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Outside Car Distraction","13"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Passenger Distraction","6"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Passing/Lane Changing/Improper Use","182"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","70"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Physical Disability","3"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Prescription Medication","2"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","37"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Texting","."
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Traffic Control Device Disregarded","122"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Turning Improperly","77"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Unsafe Speed","195"
"2024","Personal Injury","RICHMOND","Crashes With Human Factors","Using On Board Navigation Device","."
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Accelerator Defective","."
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Brakes Defective","23"
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","1"
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Headlights Defective","."
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Other Lighting Defects","1"
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Oversized Vehicle","2"
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Steering Failure","11"
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Tinted Windows","1"
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Tire Failure/Inadequate","5"
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Tow Hitch Defective","."
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Windshield Inadequate","3"
"2024","Personal Injury","RICHMOND","Crashes With Vehicular Factors","Other Vehicular","48"
"2024","Personal Injury","RICHMOND","Crashes With Environmental Factors","Animal's Action","11"
"2024","Personal Injury","RICHMOND","Crashes With Environmental Factors","Glare","18"
"2024","Personal Injury","RICHMOND","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","."
"2024","Personal Injury","RICHMOND","Crashes With Environmental Factors","Obstruction/Debris","3"
"2024","Personal Injury","RICHMOND","Crashes With Environmental Factors","Pavement Defective","4"
"2024","Personal Injury","RICHMOND","Crashes With Environmental Factors","Pavement Slippery","38"
"2024","Personal Injury","RICHMOND","Crashes With Environmental Factors","Shoulders Defective/Improper","."
"2024","Personal Injury","RICHMOND","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","3"
"2024","Personal Injury","RICHMOND","Crashes With Environmental Factors","View Obstructed/Limited","41"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Aggressive Driving/Road Rage","16"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Alcohol Involvement","60"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Backing Unsafely","57"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Cell Phone (hand held)","6"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Cell Phone (hands-free)","1"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Driver Inattention/Distraction","224"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Driver Inexperience","38"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Drugs (Illegal)","5"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Eating or Drinking","3"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Failure to Keep Right","48"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Failure to Yield Right-of-Way","489"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Fatigued/Drowsy","8"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Fell Asleep","17"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Following Too Closely","510"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Illness","18"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Listening/Using Headphones","."
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Lost Consciousness","13"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Other Electronic Device","1"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Outside Car Distraction","3"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Passenger Distraction","1"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Passing/Lane Changing/Improper Use","275"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","98"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Physical Disability","4"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Prescription Medication","1"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","63"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Texting","."
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Traffic Control Device Disregarded","111"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Turning Improperly","112"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Unsafe Speed","268"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Using On Board Navigation Device","1"
"2024","Personal Injury","ROCKLAND","Crashes With Human Factors","Other Human","."
"2024","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Accelerator Defective","2"
"2024","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Brakes Defective","20"
"2024","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","8"
"2024","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Headlights Defective","1"
"2024","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Other Lighting Defects","1"
